sentence,difficulty,encoded_diff,tokens,tokens_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,tfidf_score
Il se compose du thorax et de l'abdomen encore appelé ventre,B1,2,"['Il', 'se', 'compose', 'du', 'thorax', 'et', 'de', ""l'"", 'abdomen', 'encore', 'appelé', 'ventre']","['compose', 'thorax', 'abdomen', 'appelé', 'ventre']",5,2,3,1,2.961188198694349
J'adore amuser les enfants.,A1,0,"[""J'"", 'adore', 'amuser', 'les', 'enfants', '.']","['adore', 'amuser', 'enfants', '.']",4,2,1,0,1.8727259672499639
"Si vous aviez eu plus de jours de congé, vous seriez partis en voyage itinérant à travers les contrées lointaines d'Amazonie.",B2,3,"['Si', 'vous', 'aviez', 'eu', 'plus', 'de', 'jours', 'de', 'congé', ',', 'vous', 'seriez', 'partis', 'en', 'voyage', 'itinérant', 'à', 'travers', 'les', 'contrées', 'lointaines', ""d'"", 'Amazonie', '.']","['aviez', 'jours', 'congé', ',', 'seriez', 'partis', 'voyage', 'itinérant', 'travers', 'contrées', 'lointaines', 'Amazonie', '.']",13,1,6,1,4.016462616653709
"Et celui-là, ce fut Augustin Meaulnes, que les autres élèves appelèrent bientôt le grand Meaulnes.",C1,4,"['Et', 'celui', '-là', ',', 'ce', 'fut', 'Augustin', 'Meaulnes', ',', 'que', 'les', 'autres', 'élèves', 'appelèrent', 'bientôt', 'le', 'grand', 'Meaulnes', '.']","['-là', ',', 'fut', 'Augustin', 'Meaulnes', ',', 'élèves', 'appelèrent', 'bientôt', 'grand', 'Meaulnes', '.']",12,1,2,1,3.2974827547427146
"Organisée à l'occasion du 700e anniversaire de la mort du poète, la fausse audience prendra la forme d'un congrès qui doit se tenir le 21 mai prochain, selon les informations du Corriere della Sera.",B2,3,"['Organisée', 'à', ""l'"", 'occasion', 'du', '700e', 'anniversaire', 'de', 'la', 'mort', 'du', 'poète', ',', 'la', 'fausse', 'audience', 'prendra', 'la', 'forme', ""d'"", 'un', 'congrès', 'qui', 'doit', 'se', 'tenir', 'le', '21', 'mai', 'prochain', ',', 'selon', 'les', 'informations', 'du', 'Corriere', 'della', 'Sera', '.']","['Organisée', 'occasion', '700e', 'anniversaire', 'mort', 'poète', ',', 'fausse', 'audience', 'prendra', 'forme', 'congrès', '21', 'mai', 'prochain', ',', 'informations', 'Corriere', 'della', '.']",20,4,9,0,5.090992131199689
"Cela est, selon moi, d'une valeur inestimable sur le plan du développement culturel, intellectuel et même moral de l'enfant",C2,5,"['Cela', 'est', ',', 'selon', 'moi', ',', ""d'"", 'une', 'valeur', 'inestimable', 'sur', 'le', 'plan', 'du', 'développement', 'culturel', ',', 'intellectuel', 'et', 'même', 'moral', 'de', ""l'"", 'enfant']","[',', ',', 'valeur', 'inestimable', 'plan', 'développement', 'culturel', ',', 'intellectuel', 'moral', 'enfant']",11,1,5,1,4.005441647776795
On peut y aller à pied,B1,2,"['On', 'peut', 'y', 'aller', 'à', 'pied']","['aller', 'pied']",2,2,1,0,1.9604486234809104
"Ce réseau, enfin, prend vie par ceux qui le parcourent et qui l'infléchissent en échangeant recommandations et avertissements sur les chemins à suivre, et ceux à éviter.",C2,5,"['Ce', 'réseau', ',', 'enfin', ',', 'prend', 'vie', 'par', 'ceux', 'qui', 'le', 'parcourent', 'et', 'qui', ""l'"", 'infléchissent', 'en', 'échangeant', 'recommandations', 'et', 'avertissements', 'sur', 'les', 'chemins', 'à', 'suivre', ',', 'et', 'ceux', 'à', 'éviter', '.']","['réseau', ',', ',', 'prend', 'vie', 'parcourent', 'infléchissent', 'échangeant', 'recommandations', 'avertissements', 'chemins', ',', 'éviter', '.']",14,5,6,1,4.2589533505204695
"L'avantage des galeries, c'est qu'elles sont souvent gratuites contrairement aux musées dont l'entrée est souvent payante.",B2,3,"[""L'"", 'avantage', 'des', 'galeries', ',', ""c'"", 'est', ""qu'"", 'elles', 'sont', 'souvent', 'gratuites', 'contrairement', 'aux', 'musées', 'dont', ""l'"", 'entrée', 'est', 'souvent', 'payante', '.']","['avantage', 'galeries', ',', 'gratuites', 'contrairement', 'musées', 'entrée', 'payante', '.']",9,1,4,3,3.646897466539503
"Le romancier qui transforme la vérité constante, brutale et déplaisante, pour en tirer une aventure exceptionnelle et séduisante, doit, sans souci exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.",C1,4,"['Le', 'romancier', 'qui', 'transforme', 'la', 'vérité', 'constante', ',', 'brutale', 'et', 'déplaisante', ',', 'pour', 'en', 'tirer', 'une', 'aventure', 'exceptionnelle', 'et', 'séduisante', ',', 'doit', ',', 'sans', 'souci', 'exagéré', 'de', 'la', 'vraisemblance', ',', 'manipuler', 'les', 'événements', 'à', 'son', 'gré', ';', 'les', 'préparer', 'et', 'les', 'arranger', 'pour', 'plaire', 'au', 'lecteur', ',', ""l'"", 'émouvoir', 'ou', ""l'"", 'attendrir', '.']","['romancier', 'transforme', 'vérité', 'constante', ',', 'brutale', 'déplaisante', ',', 'tirer', 'aventure', 'exceptionnelle', 'séduisante', ',', ',', 'souci', 'exagéré', 'vraisemblance', ',', 'manipuler', 'événements', 'gré', ';', 'préparer', 'arranger', 'plaire', 'lecteur', ',', 'émouvoir', 'attendrir', '.']",30,9,8,0,5.666694134514762
"Ca va, merci.",A1,0,"['Ca', 'va', ',', 'merci', '.']","['Ca', ',', '.']",3,1,1,0,1.6949772464423023
"Enseigner à apprendre, même par ceux qui ne réussissent pas.",A2,1,"['Enseigner', 'à', 'apprendre', ',', 'même', 'par', 'ceux', 'qui', 'ne', 'réussissent', 'pas', '.']","['Enseigner', 'apprendre', ',', 'réussissent', '.']",5,3,0,3,2.810715438048888
"Chez les Musulmans, par exemple, elle est obligatoire avant la prière.",B1,2,"['Chez', 'les', 'Musulmans', ',', 'par', 'exemple', ',', 'elle', 'est', 'obligatoire', 'avant', 'la', 'prière', '.']","['Musulmans', ',', 'exemple', ',', 'obligatoire', 'prière', '.']",7,1,3,0,3.0207600843868487
"Les avantages et inconvénients offerts par les deux-roues, et les différents types de motocyclette permettent une utilisation variée, tantôt complémentaire aux véhicules personnels, tantôt concurrentielle.",C1,4,"['Les', 'avantages', 'et', 'inconvénients', 'offerts', 'par', 'les', 'deux', '-', 'roues', ',', 'et', 'les', 'différents', 'types', 'de', 'motocyclette', 'permettent', 'une', 'utilisation', 'variée', ',', 'tantôt', 'complémentaire', 'aux', 'véhicules', 'personnels', ',', 'tantôt', 'concurrentielle', '.']","['avantages', 'inconvénients', 'offerts', '-', 'roues', ',', 'types', 'motocyclette', 'permettent', 'utilisation', 'variée', ',', 'tantôt', 'complémentaire', 'véhicules', 'personnels', ',', 'tantôt', 'concurrentielle', '.']",20,2,8,0,4.376465200038529
"Habitant dans la même région, ils vont souvent boire un verre en ville",B1,2,"['Habitant', 'dans', 'la', 'même', 'région', ',', 'ils', 'vont', 'souvent', 'boire', 'un', 'verre', 'en', 'ville']","['Habitant', 'région', ',', 'boire', 'verre', 'ville']",6,2,4,1,3.3564918695948416
"En redescendant à pied, il s'arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira dîner dans un bouchon lyonnais, restaurant typique de la ville",B2,3,"['En', 'redescendant', 'à', 'pied', ',', 'il', ""s'"", 'arrêtera', 'pour', 'visiter', 'le', 'plus', 'ancien', 'théâtre', 'gallo-romain', 'de', 'France', ',', 'puis', 'ira', 'dîner', 'dans', 'un', 'bouchon', 'lyonnais', ',', 'restaurant', 'typique', 'de', 'la', 'ville']","['redescendant', 'pied', ',', 'arrêtera', 'visiter', 'ancien', 'théâtre', 'gallo-romain', 'France', ',', 'ira', 'dîner', 'bouchon', 'lyonnais', ',', 'restaurant', 'typique', 'ville']",18,5,5,1,4.701096613393837
On peut voir aussi le fleuve qui traverse la capitale : la Seine.,B1,2,"['On', 'peut', 'voir', 'aussi', 'le', 'fleuve', 'qui', 'traverse', 'la', 'capitale', ':', 'la', 'Seine', '.']","['voir', 'fleuve', 'traverse', 'capitale', ':', 'Seine', '.']",7,3,2,1,3.086217822817541
Il faut commencer par dire que l'Union européenne n'est pas l'Europe.,B1,2,"['Il', 'faut', 'commencer', 'par', 'dire', 'que', ""l'"", 'Union', 'européenne', ""n'"", 'est', 'pas', ""l'"", 'Europe', '.']","['faut', 'commencer', 'Union', 'européenne', 'Europe', '.']",6,3,0,2,3.0810683617146024
"Dans le centre de la ville, il y a un très joli quartier, plein de magasins chics et de bons restaurants. Pour se déplacer, il y a des bus, des vélos et un métro.",A2,1,"['Dans', 'le', 'centre', 'de', 'la', 'ville', ',', 'il', 'y', 'a', 'un', 'très', 'joli', 'quartier', ',', 'plein', 'de', 'magasins', 'chics', 'et', 'de', 'bons', 'restaurants', '.', 'Pour', 'se', 'déplacer', ',', 'il', 'y', 'a', 'des', 'bus', ',', 'des', 'vélos', 'et', 'un', 'métro', '.']","['centre', 'ville', ',', 'joli', 'quartier', ',', 'plein', 'magasins', 'chics', 'bons', 'restaurants', '.', 'déplacer', ',', 'bus', ',', 'vélos', 'métro', '.']",19,3,8,1,4.638683611074612
"Après plusieurs heures de marche, j'atteignis l'énorme bloc de pierre qui porte la petite cité dominée par la grande église.",B2,3,"['Après', 'plusieurs', 'heures', 'de', 'marche', ',', ""j'"", 'atteignis', ""l'"", 'énorme', 'bloc', 'de', 'pierre', 'qui', 'porte', 'la', 'petite', 'cité', 'dominée', 'par', 'la', 'grande', 'église', '.']","['heures', 'marche', ',', 'atteignis', 'énorme', 'bloc', 'pierre', 'porte', 'petite', 'cité', 'dominée', 'grande', 'église', '.']",14,3,6,0,4.06240588692474
C'est incroyable qu'il ait fait si beau au mariage de ta soeur l'été dernier!,B1,2,"[""C'"", 'est', 'incroyable', ""qu'"", 'il', 'ait', 'fait', 'si', 'beau', 'au', 'mariage', 'de', 'ta', 'soeur', ""l'"", 'été', 'dernier', '!']","['incroyable', 'beau', 'mariage', 'soeur', 'été', 'dernier', '!']",7,1,2,0,3.6174485395409213
"Elles le contemplaient toutes les deux, l'approuvant du regard, trouvant qu'il parlait bien et juste, confessant par leur silence ami que leur morale inflexible de Parisiennes n'aurait pas tenu longtemps devant la certitude du secret.",C2,5,"['Elles', 'le', 'contemplaient', 'toutes', 'les', 'deux', ',', ""l'"", 'approuvant', 'du', 'regard', ',', 'trouvant', ""qu'"", 'il', 'parlait', 'bien', 'et', 'juste', ',', 'confessant', 'par', 'leur', 'silence', 'ami', 'que', 'leur', 'morale', 'inflexible', 'de', 'Parisiennes', ""n'"", 'aurait', 'pas', 'tenu', 'longtemps', 'devant', 'la', 'certitude', 'du', 'secret', '.']","['contemplaient', ',', 'approuvant', 'regard', ',', 'trouvant', 'parlait', 'bien', ',', 'confessant', 'silence', 'ami', 'morale', 'inflexible', 'Parisiennes', 'tenu', 'certitude', 'secret', '.']",19,6,6,5,5.405300318863375
Comment ?,A1,0,"['Comment', '?']",['?'],1,0,0,1,1.0
Je m'appelle Henri.,A1,0,"['Je', ""m'"", 'appelle', 'Henri', '.']","['appelle', 'Henri', '.']",3,1,0,0,1.6119737802878191
"Eh bien voilà, bienvenue dans mon studio",B1,2,"['Eh', 'bien', 'voilà', ',', 'bienvenue', 'dans', 'mon', 'studio']","['bien', ',', 'bienvenue', 'studio']",4,2,1,1,2.5168895107253673
"Vous eussiez juré que les gens la voyaient, l'entendaient rouler pesamment devant eux, retentissante de tous les trésors enfermés dans ses flancs.",C1,4,"['Vous', 'eussiez', 'juré', 'que', 'les', 'gens', 'la', 'voyaient', ',', ""l'"", 'entendaient', 'rouler', 'pesamment', 'devant', 'eux', ',', 'retentissante', 'de', 'tous', 'les', 'trésors', 'enfermés', 'dans', 'ses', 'flancs', '.']","['eussiez', 'juré', 'voyaient', ',', 'entendaient', 'rouler', 'pesamment', ',', 'retentissante', 'trésors', 'enfermés', 'flancs', '.']",13,5,4,1,4.255695088903451
Mais si on n'a pas les moyens de le faire on le fera pas.,A2,1,"['Mais', 'si', 'on', ""n'"", 'a', 'pas', 'les', 'moyens', 'de', 'le', 'faire', 'on', 'le', 'fera', 'pas', '.']","['moyens', 'faire', 'fera', '.']",4,3,1,3,2.9374166605399865
Il y a belle lurette que les entreprises françaises se sont délocalisées pour optimiser leurs coûts et s'ouvrir de nouveaux marchés,B2,3,"['Il', 'y', 'a', 'belle', 'lurette', 'que', 'les', 'entreprises', 'françaises', 'se', 'sont', 'délocalisées', 'pour', 'optimiser', 'leurs', 'coûts', 'et', ""s'"", 'ouvrir', 'de', 'nouveaux', 'marchés']","['belle', 'lurette', 'entreprises', 'françaises', 'délocalisées', 'optimiser', 'coûts', 'ouvrir', 'nouveaux', 'marchés']",10,4,4,0,3.969848105984308
"Sans doute aussi à la désastreuse organisation universitaire du savoir historique, qui, en France, a été très dommageable !",C2,5,"['Sans', 'doute', 'aussi', 'à', 'la', 'désastreuse', 'organisation', 'universitaire', 'du', 'savoir', 'historique', ',', 'qui', ',', 'en', 'France', ',', 'a', 'été', 'très', 'dommageable', '!']","['doute', 'désastreuse', 'organisation', 'universitaire', 'savoir', 'historique', ',', ',', 'France', ',', 'été', 'dommageable', '!']",13,1,2,2,3.7258989564125153
"Nous sortons au resto, au ciné, au théâtre, nous partons en week-end.",C1,4,"['Nous', 'sortons', 'au', 'resto', ',', 'au', 'ciné', ',', 'au', 'théâtre', ',', 'nous', 'partons', 'en', 'week', '-', 'end', '.']","['sortons', 'resto', ',', 'ciné', ',', 'théâtre', ',', 'partons', 'week', '-', 'end', '.']",12,2,6,0,3.068186555635183
"C'est en décembre 1967, après bien des invectives au Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale, avec autorisation parentale pour les mineures",C1,4,"[""C'"", 'est', 'en', 'décembre', '1967', ',', 'après', 'bien', 'des', 'invectives', 'au', 'Parlement', ',', 'que', 'sa', 'loi', 'relative', 'à', 'la', 'régulation', 'des', 'naissances', ',', 'dite', 'loi', 'Neuwirth', 'est', 'votée', ':', 'elle', 'autorise', 'la', 'vente', 'exclusive', 'des', 'contraceptifs', 'en', 'pharmacie', 'sur', 'ordonnance', 'médicale', ',', 'avec', 'autorisation', 'parentale', 'pour', 'les', 'mineures']","['décembre', '1967', ',', 'bien', 'invectives', 'Parlement', ',', 'loi', 'régulation', 'naissances', ',', 'loi', 'Neuwirth', 'votée', ':', 'autorise', 'vente', 'exclusive', 'contraceptifs', 'pharmacie', 'ordonnance', 'médicale', ',', 'autorisation', 'parentale', 'mineures']",26,3,13,1,5.549688689270243
"Elle attachait le plus grand prix à la régularité de la conduite, précisément parce que la sienne n'était pas régulière suivant les notions reçues.",C2,5,"['Elle', 'attachait', 'le', 'plus', 'grand', 'prix', 'à', 'la', 'régularité', 'de', 'la', 'conduite', ',', 'précisément', 'parce', 'que', 'la', 'sienne', ""n'"", 'était', 'pas', 'régulière', 'suivant', 'les', 'notions', 'reçues', '.']","['attachait', 'grand', 'prix', 'régularité', 'conduite', ',', 'précisément', 'régulière', 'notions', 'reçues', '.']",11,3,5,4,4.214245164920831
Est-ce que je peux chercher mes valises ?,A1,0,"['Est', '-ce', 'que', 'je', 'peux', 'chercher', 'mes', 'valises', '?']","['-ce', 'chercher', 'valises', '?']",4,2,2,0,2.614065941616834
"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements climatiques provoqués par les activités humaines.",C1,4,"['La', 'raison', 'invoquée', ':', 'la', 'mise', 'en', 'péril', 'du', 'mode', 'de', 'vie', 'ancestral', 'du', 'peuple', 'Inuit', ',', 'du', 'fait', 'des', 'changements', 'climatiques', 'provoqués', 'par', 'les', 'activités', 'humaines', '.']","['raison', 'invoquée', ':', 'mise', 'péril', 'mode', 'vie', 'ancestral', 'peuple', 'Inuit', ',', 'changements', 'climatiques', 'provoqués', 'activités', 'humaines', '.']",17,2,9,0,4.3698828396971265
"Première étape incontournable, dessaler la morue en la plongeant 20 minutes dans un grand volume d'eau bouillante",C1,4,"['Première', 'étape', 'incontournable', ',', 'dessaler', 'la', 'morue', 'en', 'la', 'plongeant', '20', 'minutes', 'dans', 'un', 'grand', 'volume', ""d'"", 'eau', 'bouillante']","['étape', 'incontournable', ',', 'dessaler', 'morue', 'plongeant', '20', 'minutes', 'grand', 'volume', 'eau', 'bouillante']",12,2,5,0,3.78149081445584
Comme à la même période ont également amené à penser que le problème de la définition de la valeur réelle des entreprises ne concernait pas seulement les sociétés de hautes technologies mais toutes les sociétés où la part des actifs immatériels ou intangibles est importante,C2,5,"['Comme', 'à', 'la', 'même', 'période', 'ont', 'également', 'amené', 'à', 'penser', 'que', 'le', 'problème', 'de', 'la', 'définition', 'de', 'la', 'valeur', 'réelle', 'des', 'entreprises', 'ne', 'concernait', 'pas', 'seulement', 'les', 'sociétés', 'de', 'hautes', 'technologies', 'mais', 'toutes', 'les', 'sociétés', 'où', 'la', 'part', 'des', 'actifs', 'immatériels', 'ou', 'intangibles', 'est', 'importante']","['période', 'amené', 'penser', 'problème', 'définition', 'valeur', 'réelle', 'entreprises', 'concernait', 'sociétés', 'hautes', 'technologies', 'sociétés', 'part', 'actifs', 'immatériels', 'intangibles', 'importante']",18,3,10,4,5.530905133817205
"Le jeune amant, ne pouvant obtenir sa maitresse, se consumait de douleur ; elle lui conseilla de voyager pour l'oublier.",C1,4,"['Le', 'jeune', 'amant', ',', 'ne', 'pouvant', 'obtenir', 'sa', 'maitresse', ',', 'se', 'consumait', 'de', 'douleur', ';', 'elle', 'lui', 'conseilla', 'de', 'voyager', 'pour', ""l'"", 'oublier', '.']","['jeune', 'amant', ',', 'pouvant', 'obtenir', 'maitresse', ',', 'consumait', 'douleur', ';', 'conseilla', 'voyager', 'oublier', '.']",14,5,4,1,3.962754427143852
"Depuis l'après-guerre, et jusque dans les années 1990, il s'est produit en Suisse un phénomène dont les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes non issues de la migration.",C1,4,"['Depuis', ""l'"", 'après-guerre', ',', 'et', 'jusque', 'dans', 'les', 'années', '1990', ',', 'il', ""s'"", 'est', 'produit', 'en', 'Suisse', 'un', 'phénomène', 'dont', 'les', 'effets', 'persistent', 'encore', ""aujourd'hui"", ':', 'les', 'migrantes', 'et', 'migrants', 'sont', 'venus', 'occuper', 'par', 'vagues', 'successives', 'les', 'places', 'les', 'plus', 'basses', 'de', ""l'"", 'échelle', 'professionnelle', ',', 'permettant', ""l'"", 'ascension', 'sociale', 'des', 'personnes', 'non', 'issues', 'de', 'la', 'migration', '.']","['après-guerre', ',', 'années', '1990', ',', 'produit', 'Suisse', 'phénomène', 'effets', 'persistent', ""aujourd'hui"", ':', 'migrantes', 'migrants', 'venus', 'occuper', 'vagues', 'successives', 'places', 'basses', 'échelle', 'professionnelle', ',', 'permettant', 'ascension', 'sociale', 'personnes', 'non', 'issues', 'migration', '.']",31,5,12,4,6.298032093083658
